2017-02-08 10:30:28	1	772
2017-02-24 14:42:11	1	930
2017-04-19 22:24:14	1	639
2017-08-24 23:29:07	1	1043
2017-10-23 09:39:13	1	841
2017-12-17 16:19:48	1	78
2018-02-04 08:43:52	1	580
2018-02-28 14:38:34	1	945
2018-07-28 08:36:34	1	1692
2018-08-10 08:22:59	1	680
2018-10-13 09:25:04	1	627
2019-11-09 19:11:46	1	356
2017-04-26 12:46:34	2	2294
2018-01-12 09:29:18	2	881
2018-04-07 15:21:53	2	531
2018-06-01 21:18:51	2	1798
2018-10-04 19:39:12	2	554
2018-10-24 18:36:15	2	893
2019-06-25 10:32:17	2	794
2019-07-14 15:25:52	2	731
2019-08-27 22:18:15	2	1715
2019-11-03 23:52:02	2	167
2019-12-05 08:11:07	2	535
2019-12-19 14:08:43	2	350
2017-07-01 13:22:16	3	846
2017-07-25 02:54:46	3	572
2017-10-10 10:53:17	3	127
2017-11-07 09:38:55	3	770
2017-12-08 10:58:26	3	798
2018-08-04 08:23:41	3	334
2018-08-16 11:01:42	3	145
2018-10-19 03:55:23	3	782
2019-02-15 21:31:06	3	1830
2019-05-11 01:52:53	3	765
2019-06-27 22:52:42	3	492
2019-11-14 22:34:29	3	1449
2017-01-17 12:38:21	4	263
2017-03-07 19:12:51	4	216
2017-04-12 03:01:43	4	305
2017-09-18 08:02:43	4	135
2018-05-27 08:38:28	4	1071
2018-11-14 17:23:32	4	419
2018-11-28 13:23:04	4	336
2018-12-02 02:47:24	4	99
2018-12-21 13:37:13	4	117
2019-09-20 08:43:02	4	1765
2019-09-20 20:20:16	4	2195
2019-12-19 17:11:48	4	743
2017-01-07 03:38:29	5	830
2017-03-24 04:04:59	5	937
2017-11-11 08:33:41	5	614
2017-11-16 09:23:23	5	946
2018-01-16 21:03:21	5	128
2018-08-27 01:32:14	5	120
2018-11-02 15:07:30	5	1751
2018-11-15 03:21:35	5	285
2018-11-16 09:27:48	5	1073
2019-04-25 18:33:47	5	512
2019-05-02 15:37:07	5	2077
2019-10-17 13:53:40	5	600
2017-03-09 18:48:38	6	660
2017-06-05 08:31:17	6	891
2017-12-27 06:19:51	6	937
2018-01-28 03:16:27	6	278
2018-02-02 19:49:38	6	424
2018-02-05 02:17:16	6	760
2018-04-12 10:31:34	6	1026
2019-01-24 02:28:17	6	641
2019-02-12 05:35:06	6	608
2019-02-17 17:10:42	6	144
2019-11-02 13:27:05	6	131
2019-11-11 13:01:35	6	719
2017-02-01 14:08:33	7	301
2017-08-24 22:05:13	7	88
2017-10-05 05:38:05	7	732
2017-11-24 03:55:37	7	173
2017-12-09 13:21:31	7	1738
2017-12-18 13:20:16	7	553
2017-12-20 05:09:22	7	1764
2018-04-19 06:10:44	7	271
2018-04-20 23:03:31	7	1510
2018-08-14 15:40:41	7	1566
2018-12-03 08:23:58	7	357
2019-12-14 07:34:27	7	642
2017-03-20 11:41:02	8	168
2018-01-20 02:34:33	8	676
2018-04-04 10:41:54	8	1402
2018-05-27 18:46:06	8	2393
2018-09-05 21:34:42	8	714
2018-09-26 15:03:37	8	619
2018-12-19 11:09:06	8	489
2019-02-13 01:26:27	8	375
2019-06-09 12:35:06	8	325
2019-08-10 08:04:29	8	39
2019-12-14 17:04:17	8	364
2019-12-27 12:44:18	8	495
2017-03-18 18:30:39	9	122
2017-05-26 01:46:17	9	1088
2017-10-23 12:55:01	9	115
2018-01-20 10:11:11	9	2030
2018-04-13 14:18:16	9	595
2018-05-11 22:05:07	9	36
2018-11-06 10:37:32	9	1243
2018-11-19 21:08:47	9	925
2019-04-02 15:39:36	9	285
2019-06-23 12:08:28	9	123
2019-08-06 04:04:02	9	1029
2019-08-21 21:14:42	9	141
2017-01-19 11:46:35	10	496
2017-01-24 19:13:33	10	1931
2017-04-20 03:13:59	10	1432
